YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DISTANCE
2015,4,15,3,AA,1448,N575AA,DFW,TUS,1035,1033,-2,24,1057,150,155,124,1101,7,1105,1108,0,0,,NA,NA,NA,NA,NA,3,813
2015,4,15,3,MQ,3286,N928MQ,ORD,GRB,1205,1208,3,20,1228,65,52,29,1257,3,1310,1300,0,0,,NA,NA,NA,NA,NA,-10,173
2015,4,15,3,US,1971,N582UW,SFO,CLT,1310,1310,0,16,1326,304,296,272,2058,8,2114,2106,0,0,,NA,NA,NA,NA,NA,-8,2296
2015,4,15,3,AS,649,N584AS,LAS,BLI,1350,1337,-13,13,1350,165,172,156,1626,3,1635,1629,0,0,,NA,NA,NA,NA,NA,-6,954
2015,4,15,3,EV,5973,,ORD,TUL,1618,NA,NA,NA,NA,118,NA,NA,NA,NA,1816,NA,0,1,A,NA,NA,NA,NA,NA,NA,585
2015,4,15,3,WN,4879,N748SW,HOU,LAS,1620,1619,-1,6,1625,200,197,184,1729,7,1740,1736,0,0,,NA,NA,NA,NA,NA,-4,1235
2015,4,15,3,UA,1528,N36469,LAS,SFO,1705,1720,15,14,1734,95,89,69,1843,6,1840,1849,0,0,,NA,NA,NA,NA,NA,9,414
2015,4,15,3,AA,161,N5ERAA,LAX,OGG,1730,1745,15,14,1759,346,342,323,2022,5,2016,2027,0,0,,NA,NA,NA,NA,NA,11,2486
2015,4,15,3,VX,938,N837VA,SFO,LAX,1750,1804,14,21,1825,80,86,59,1924,6,1910,1930,0,0,,0,0,6,14,0,20,337
2015,4,15,3,DL,1205,N900DE,ATL,SDF,1902,1901,-1,11,1912,79,74,56,2008,7,2021,2015,0,0,,NA,NA,NA,NA,NA,-6,321
2015,4,15,3,AS,117,N619AS,SEA,FAI,1940,1951,11,18,2009,221,214,193,2222,3,2221,2225,0,0,,NA,NA,NA,NA,NA,4,1533
2015,4,15,3,EV,4308,N15985,EWR,SBN,2000,2000,0,26,2026,133,133,102,2208,5,2213,2213,0,0,,NA,NA,NA,NA,NA,0,637
2015,4,15,3,DL,374,N928DN,ATL,DCA,2035,2101,26,28,2129,107,102,70,2239,4,2222,2243,0,0,,0,0,21,0,0,21,547
2015,4,15,3,NK,331,N604NK,LGA,ORD,2150,2149,-1,22,2211,143,138,110,2301,6,2313,2307,0,0,,NA,NA,NA,NA,NA,-6,733
2015,4,16,4,B6,233,N249JB,BTV,JFK,558,546,-12,23,609,84,98,69,718,6,722,724,0,0,,NA,NA,NA,NA,NA,2,266
2015,4,16,4,DL,827,N3771K,FLL,ATL,645,943,178,11,954,114,118,96,1130,11,839,1141,0,0,,4,0,178,0,0,182,581
2015,4,16,4,US,1801,N745VJ,PBI,CLT,650,644,-6,12,656,113,113,93,829,8,843,837,0,0,,NA,NA,NA,NA,NA,-6,590
2015,4,16,4,EV,4557,N11544,IAH,SDF,833,827,-6,12,839,138,120,101,1120,7,1151,1127,0,0,,NA,NA,NA,NA,NA,-24,788
2015,4,16,4,DL,1355,N306DQ,ATL,EYW,940,939,-1,11,950,112,98,85,1115,2,1132,1117,0,0,,NA,NA,NA,NA,NA,-15,646
2015,4,16,4,US,1767,N741UW,DCA,MCI,1020,1024,4,19,1043,172,158,134,1157,5,1212,1202,0,0,,NA,NA,NA,NA,NA,-10,949
2015,4,16,4,AA,1304,N4XBAA,DFW,DAY,1200,1156,-4,17,1213,145,127,107,1500,3,1525,1503,0,0,,NA,NA,NA,NA,NA,-22,861
2015,4,16,4,WN,2968,N499WN,BOI,PHX,1210,1205,-5,8,1213,120,110,96,1249,6,1310,1255,0,0,,NA,NA,NA,NA,NA,-15,735
2015,4,16,4,B6,1170,N354JB,MCO,RIC,1235,1236,1,13,1249,114,106,90,1419,3,1429,1422,0,0,,NA,NA,NA,NA,NA,-7,667
2015,4,16,4,WN,829,N634SW,IND,DAL,1405,1403,-2,9,1412,135,125,110,1502,6,1520,1508,0,0,,NA,NA,NA,NA,NA,-12,755
2015,4,16,4,DL,1821,N3762Y,PHX,DTW,1412,1407,-5,12,1419,227,227,208,2047,7,2059,2054,0,0,,NA,NA,NA,NA,NA,-5,1671
2015,4,16,4,OO,5231,N984CA,DEN,SLC,1530,1831,181,36,1907,93,96,56,2003,4,1703,2007,0,0,,3,0,0,74,107,184,391
2015,4,16,4,WN,573,N440LV,SMF,LAS,1530,1554,24,7,1601,80,74,61,1702,6,1650,1708,0,0,,0,0,6,12,0,18,397
2015,4,16,4,WN,4923,N700GS,STL,MDW,1530,1536,6,10,1546,60,55,41,1627,4,1630,1631,0,0,,NA,NA,NA,NA,NA,1,251
2015,4,16,4,AA,1593,N3CBAA,CLT,DFW,1545,1545,0,15,1600,172,169,140,1720,14,1737,1734,0,0,,NA,NA,NA,NA,NA,-3,936
2015,4,16,4,DL,1461,N976DL,PBI,LGA,1621,1629,8,13,1642,174,165,139,1901,13,1915,1914,0,0,,NA,NA,NA,NA,NA,-1,1035
2015,4,16,4,WN,4550,N492WN,MCO,SAT,1645,1800,75,15,1815,170,190,167,2002,8,1835,2010,0,0,,20,0,0,6,69,95,1041
2015,4,16,4,F9,185,N908FR,OMA,DEN,1720,1754,34,14,1808,95,103,84,1832,5,1755,1837,0,0,,41,0,0,1,0,42,472
2015,4,16,4,AS,721,N433AS,LAX,SLC,1750,1815,25,11,1826,112,106,91,2057,4,2042,2101,0,0,,0,0,0,19,0,19,590
2015,4,16,4,OO,6326,N932EV,SFO,SBA,1840,1831,-9,16,1847,73,67,46,1933,5,1953,1938,0,0,,NA,NA,NA,NA,NA,-15,262
2015,4,16,4,EV,5981,N13997,LNK,ORD,1842,1832,-10,18,1850,103,102,71,2001,13,2025,2014,0,0,,NA,NA,NA,NA,NA,-11,466
2015,4,16,4,B6,1282,N294JB,RIC,BOS,1857,1851,-6,7,1858,89,86,74,2012,5,2026,2017,0,0,,NA,NA,NA,NA,NA,-9,474
2015,4,16,4,US,2120,N768US,BOS,DCA,1900,1855,-5,11,1906,95,85,66,2012,8,2035,2020,0,0,,NA,NA,NA,NA,NA,-15,399
2015,4,16,4,US,1741,N767UW,PBI,DCA,1915,1930,15,12,1942,138,138,121,2143,5,2133,2148,0,0,,0,0,15,0,0,15,857
2015,4,16,4,AA,2203,N3BGAA,MIA,LAS,2105,2100,-5,23,2123,327,326,295,2318,8,2332,2326,0,0,,NA,NA,NA,NA,NA,-6,2174
2015,4,17,5,AA,1285,N489AA,MSP,ORD,515,510,-5,14,524,86,81,53,617,14,641,631,0,0,,NA,NA,NA,NA,NA,-10,334
2015,4,17,5,US,1804,N958UW,IAH,PHL,620,618,-2,92,750,193,262,167,1137,3,1033,1140,0,0,,67,0,0,0,0,67,1325
2015,4,17,5,WN,733,N924WN,STL,MCO,835,829,-6,8,837,135,133,113,1130,12,1150,1142,0,0,,NA,NA,NA,NA,NA,-8,882
2015,4,17,5,OO,5370,N594SW,MBS,ORD,935,927,-8,10,937,75,68,42,919,16,950,935,0,0,,NA,NA,NA,NA,NA,-15,222
2015,4,17,5,US,1977,N814AW,CLT,IND,940,938,-2,15,953,99,87,67,1100,5,1119,1105,0,0,,NA,NA,NA,NA,NA,-14,427
2015,4,17,5,DL,1272,N673DL,MCI,ATL,1006,1125,79,8,1133,119,109,93,1406,8,1305,1414,0,0,,0,0,0,69,0,69,692
2015,4,17,5,US,621,N672AW,PHX,SNA,1020,1018,-2,13,1031,83,71,54,1125,4,1143,1129,0,0,,NA,NA,NA,NA,NA,-14,338
2015,4,17,5,UA,1185,N73860,BOS,SFO,1200,1150,-10,15,1205,390,378,355,1500,8,1530,1508,0,0,,NA,NA,NA,NA,NA,-22,2704
2015,4,17,5,OO,2889,N864AS,LAX,SLC,1215,1211,-4,14,1225,110,110,91,1456,5,1505,1501,0,0,,NA,NA,NA,NA,NA,-4,590
2015,4,17,5,AA,1644,N3LKAA,SNA,ORD,1335,1328,-7,8,1336,241,221,203,1859,10,1936,1909,0,0,,NA,NA,NA,NA,NA,-27,1726
2015,4,17,5,DL,2598,N915DE,CVG,ATL,1414,1414,0,11,1425,100,86,66,1531,9,1554,1540,0,0,,NA,NA,NA,NA,NA,-14,373
2015,4,17,5,AA,1689,N3GDAA,LAS,DFW,1605,1613,8,17,1630,163,223,192,2142,14,2048,2156,0,0,,60,0,8,0,0,68,1055
2015,4,17,5,WN,2259,N651SW,DAL,ATL,1830,1905,35,7,1912,125,112,90,2142,15,2135,2157,0,0,,0,0,2,20,0,22,721
2015,4,17,5,WN,927,N8317M,FLL,HOU,1925,1929,4,15,1944,175,189,169,2133,5,2120,2138,0,0,,18,0,0,0,0,18,957
2015,4,17,5,DL,1332,N6710E,SLC,BOI,2210,2231,21,23,2254,67,71,44,2338,4,2317,2342,0,0,,4,0,21,0,0,25,290
2015,4,18,6,DL,1345,N932DN,TUS,ATL,610,605,-5,14,619,200,195,175,1214,6,1230,1220,0,0,,NA,NA,NA,NA,NA,-10,1541
2015,4,18,6,AA,1553,N3FUAA,DTW,MIA,700,658,-2,10,708,188,192,144,932,38,1008,1010,0,0,,NA,NA,NA,NA,NA,2,1145
2015,4,18,6,UA,1480,N78285,EWR,SJU,755,815,20,20,835,240,223,196,1151,7,1155,1158,0,0,,NA,NA,NA,NA,NA,3,1608
2015,4,18,6,HA,290,N475HA,LIH,OGG,902,856,-6,7,903,45,50,36,939,7,947,946,0,0,,NA,NA,NA,NA,NA,-1,201
2015,4,18,6,AA,334,N576AA,MFE,DFW,1116,1112,-4,12,1124,99,84,64,1228,8,1255,1236,0,0,,NA,NA,NA,NA,NA,-19,469
2015,4,18,6,UA,717,N813UA,SFO,PSP,1150,1143,-7,13,1156,91,79,63,1259,3,1321,1302,0,0,,NA,NA,NA,NA,NA,-19,421
2015,4,18,6,AA,1630,N012AA,ATL,DFW,1250,1242,-8,9,1251,144,123,107,1338,7,1414,1345,0,0,,NA,NA,NA,NA,NA,-29,731
2015,4,18,6,WN,1585,N642WN,SFO,LAX,1305,1302,-3,8,1310,85,74,57,1407,9,1430,1416,0,0,,NA,NA,NA,NA,NA,-14,337
2015,4,18,6,B6,1304,N583JB,SJU,JFK,1450,1446,-4,9,1455,253,241,227,1842,5,1903,1847,0,0,,NA,NA,NA,NA,NA,-16,1598
2015,4,18,6,DL,1716,N535US,MSP,LAX,1504,1504,0,11,1515,236,229,201,1636,17,1700,1653,0,0,,NA,NA,NA,NA,NA,-7,1535
2015,4,18,6,WN,1732,N395SW,MDW,TUL,1825,1827,2,16,1843,110,103,83,2006,4,2015,2010,0,0,,NA,NA,NA,NA,NA,-5,583
2015,4,18,6,DL,1057,N829DN,SEA,LAX,1833,1830,-3,10,1840,157,152,125,2045,17,2110,2102,0,0,,NA,NA,NA,NA,NA,-8,954
2015,4,18,6,UA,435,N406UA,IAH,DTW,1920,1947,27,14,2001,169,140,123,2304,3,2309,2307,0,0,,NA,NA,NA,NA,NA,-2,1075
2015,4,18,6,F9,331,N905FR,MSP,DEN,1935,1923,-12,23,1946,123,132,96,2022,13,2038,2035,0,0,,NA,NA,NA,NA,NA,-3,680
2015,4,18,6,MQ,3630,N514MQ,CID,ORD,1959,2049,50,10,2059,68,51,36,2135,5,2107,2140,0,0,,0,0,0,33,0,33,196
2015,4,19,7,EV,5581,N754EV,GRK,ATL,630,656,26,13,709,127,121,99,948,9,937,957,0,0,,0,0,20,0,0,20,803
2015,4,19,7,WN,1019,N8610A,SAN,SMF,820,815,-5,8,823,90,82,68,931,6,950,937,0,0,,NA,NA,NA,NA,NA,-13,480
2015,4,19,7,UA,1630,N39726,ORD,SLC,914,1016,62,10,1026,210,179,165,1211,4,1144,1215,0,0,,0,0,31,0,0,31,1250
2015,4,19,7,DL,2556,N940DL,DCA,ATL,1000,1058,58,18,1116,113,116,91,1247,7,1153,1254,0,0,,3,0,58,0,0,61,547
2015,4,19,7,WN,1288,N396SW,HOU,DAL,1030,1026,-4,9,1035,60,62,48,1123,5,1130,1128,0,0,,NA,NA,NA,NA,NA,-2,239
2015,4,19,7,AS,65,N791AS,WRG,PSG,1101,1050,-11,5,1055,20,18,8,1103,5,1121,1108,0,0,,NA,NA,NA,NA,NA,-13,31
2015,4,19,7,OO,5390,N951SW,DEN,GCC,1110,1212,62,13,1225,79,65,47,1312,5,1229,1317,0,0,,0,0,48,0,0,48,313
2015,4,19,7,DL,2432,N915DN,MIA,ATL,1130,1140,10,19,1159,122,120,90,1329,11,1332,1340,0,0,,NA,NA,NA,NA,NA,8,594
2015,4,19,7,AA,1564,N5EKAA,ORD,MIA,1150,1143,-7,12,1155,190,184,163,1538,9,1600,1547,0,0,,NA,NA,NA,NA,NA,-13,1197
2015,4,19,7,WN,2454,N7737E,SMF,BUR,1225,1242,17,9,1251,65,67,55,1346,3,1330,1349,0,0,,2,0,17,0,0,19,358
2015,4,19,7,WN,3880,N622SW,HOU,MEM,1225,1221,-4,6,1227,85,83,72,1339,5,1350,1344,0,0,,NA,NA,NA,NA,NA,-6,484
2015,4,19,7,HA,152,N479HA,OGG,ITO,1455,1449,-6,14,1503,37,43,24,1527,5,1532,1532,0,0,,NA,NA,NA,NA,NA,0,121
2015,4,19,7,MQ,2928,N638MQ,ORD,HSV,1510,1504,-6,18,1522,109,101,76,1638,7,1659,1645,0,0,,NA,NA,NA,NA,NA,-14,510
2015,4,19,7,OO,2894,N492SW,LAX,SAN,1540,1540,0,16,1556,46,48,28,1624,4,1626,1628,0,0,,NA,NA,NA,NA,NA,2,109
2015,4,19,7,DL,836,N804NW,HNL,ATL,1637,1634,-3,17,1651,520,504,482,653,5,717,658,0,0,,NA,NA,NA,NA,NA,-19,4502
2015,4,19,7,AS,66,N769AS,CDV,YAK,1703,1640,-23,4,1644,47,47,38,1722,5,1750,1727,0,0,,NA,NA,NA,NA,NA,-23,213
2015,4,19,7,EV,5916,N14923,ORD,MOB,1940,2010,30,20,2030,136,135,110,2220,5,2156,2225,0,0,,0,0,20,9,0,29,779
2015,4,19,7,OO,6266,N479CA,DEN,TUS,1947,1944,-3,16,2000,121,109,88,2028,5,2048,2033,0,0,,NA,NA,NA,NA,NA,-15,639
2015,4,19,7,OO,6340,N110SY,SFO,PDX,2240,2236,-4,25,2301,107,110,82,23,3,27,26,0,0,,NA,NA,NA,NA,NA,-1,550
2015,4,20,1,MQ,3610,N532MQ,LGA,DTW,659,648,-11,15,703,112,103,79,822,9,851,831,0,0,,NA,NA,NA,NA,NA,-20,502
2015,4,20,1,UA,1203,N34455,PIT,ORD,729,728,-1,10,738,96,85,69,747,6,805,753,0,0,,NA,NA,NA,NA,NA,-12,413
2015,4,20,1,DL,2295,N336NB,SAN,SLC,1019,1013,-6,16,1029,110,107,87,1256,4,1309,1300,0,0,,NA,NA,NA,NA,NA,-9,626
2015,4,20,1,AA,1473,N3ETAA,DFW,ATL,1030,1035,5,20,1055,136,120,89,1324,11,1346,1335,0,0,,NA,NA,NA,NA,NA,-11,731
2015,4,20,1,DL,1463,N954DN,ATL,CHS,1054,1050,-4,28,1118,71,72,40,1158,4,1205,1202,0,0,,NA,NA,NA,NA,NA,-3,259
2015,4,20,1,AA,1628,N3EHAA,SEA,ORD,1120,1123,3,14,1137,247,239,210,1707,15,1727,1722,0,0,,NA,NA,NA,NA,NA,-5,1721
2015,4,20,1,EV,5007,N841AS,SHV,ATL,1325,1325,0,12,1337,100,99,77,1554,10,1605,1604,0,0,,NA,NA,NA,NA,NA,-1,551
2015,4,20,1,AA,1473,N3ETAA,ATL,DFW,1440,1440,0,16,1456,147,140,115,1551,9,1607,1600,0,0,,NA,NA,NA,NA,NA,-7,731
2015,4,20,1,EV,4973,N933EV,GTR,ATL,1605,1603,-2,7,1610,72,59,42,1752,10,1817,1802,0,0,,NA,NA,NA,NA,NA,-15,241
2015,4,20,1,DL,53,N939DN,MSP,DTW,1625,1625,0,15,1640,96,109,86,1906,8,1901,1914,0,0,,NA,NA,NA,NA,NA,13,528
2015,4,20,1,HA,236,N483HA,HNL,OGG,1743,1740,-3,9,1749,37,36,21,1810,6,1820,1816,0,0,,NA,NA,NA,NA,NA,-4,100
2015,4,20,1,WN,271,N560WN,LAS,DAL,1750,1749,-1,12,1801,155,140,124,2205,4,2225,2209,0,0,,NA,NA,NA,NA,NA,-16,1067
2015,4,20,1,AA,359,N3MCAA,LGA,ORD,1900,1910,10,19,1929,162,178,108,2017,51,2042,2108,0,0,,16,0,0,10,0,26,733
2015,4,20,1,UA,575,N458UA,ORD,SNA,1956,1954,-2,16,2010,260,250,228,2158,6,2216,2204,0,0,,NA,NA,NA,NA,NA,-12,1726
2015,4,20,1,US,449,N672AW,PHX,BOI,2009,2013,4,12,2025,129,119,101,2306,6,2318,2312,0,0,,NA,NA,NA,NA,NA,-6,735
2015,4,20,1,MQ,3059,N665MQ,ORD,SGF,2015,2012,-3,14,2026,103,88,70,2136,4,2158,2140,0,0,,NA,NA,NA,NA,NA,-18,438
2015,4,21,2,HA,332,N488HA,HNL,ITO,650,644,-6,11,655,50,53,36,731,6,740,737,0,0,,NA,NA,NA,NA,NA,-3,216
2015,4,21,2,DL,2413,N896AT,DTW,ORD,850,850,0,21,911,81,82,51,902,10,911,912,0,0,,NA,NA,NA,NA,NA,1,235
2015,4,21,2,WN,2671,N463WN,MDW,MCO,1035,1031,-4,7,1038,155,139,125,1343,7,1410,1350,0,0,,NA,NA,NA,NA,NA,-20,990
2015,4,21,2,OO,4727,N617QX,SEA,SJC,1050,1043,-7,19,1102,123,130,106,1248,5,1253,1253,0,0,,NA,NA,NA,NA,NA,0,697
2015,4,21,2,AA,975,N467AA,DFW,MSY,1203,1157,-6,30,1227,95,91,59,1326,2,1338,1328,0,0,,NA,NA,NA,NA,NA,-10,447
2015,4,21,2,WN,2694,N246LV,PHX,PDX,1325,1324,-1,6,1330,170,145,135,1545,4,1615,1549,0,0,,NA,NA,NA,NA,NA,-26,1009
2015,4,21,2,DL,1270,N679DA,ATL,PNS,1340,1336,-4,22,1358,77,74,48,1346,4,1357,1350,0,0,,NA,NA,NA,NA,NA,-7,271
2015,4,21,2,B6,514,N516JB,LGB,JFK,1342,1420,38,12,1432,321,320,298,2230,10,2203,2240,0,0,,0,0,0,37,0,37,2465
2015,4,21,2,US,420,N763US,PHX,CLE,1510,1505,-5,14,1519,224,225,201,2140,10,2154,2150,0,0,,NA,NA,NA,NA,NA,-4,1737
2015,4,21,2,DL,2045,N941DL,DCA,DTW,1730,1818,48,14,1832,95,92,69,1941,9,1905,1950,0,0,,0,0,41,4,0,45,405
2015,4,21,2,MQ,3051,N908MQ,FNT,ORD,1914,1906,-8,9,1915,76,65,45,1900,11,1930,1911,0,0,,NA,NA,NA,NA,NA,-19,223
2015,4,21,2,B6,993,N827JB,BOS,DEN,1951,1952,1,25,2017,282,268,236,2213,7,2233,2220,0,0,,NA,NA,NA,NA,NA,-13,1754
2015,4,21,2,UA,318,N812UA,DEN,OMA,2002,1958,-4,13,2011,85,73,57,2208,3,2227,2211,0,0,,NA,NA,NA,NA,NA,-16,472
2015,4,21,2,WN,2064,N458WN,BUR,OAK,2015,2012,-3,10,2022,70,66,50,2112,6,2125,2118,0,0,,NA,NA,NA,NA,NA,-7,325
2015,4,21,2,WN,3038,N684WN,BNA,CMH,2105,2100,-5,9,2109,70,64,51,2300,4,2315,2304,0,0,,NA,NA,NA,NA,NA,-11,337
2015,4,21,2,AA,2378,N501AA,DFW,ORD,2140,2137,-3,11,2148,146,125,107,2335,7,6,2342,0,0,,NA,NA,NA,NA,NA,-24,802
2015,4,21,2,DL,1311,N966AT,ATL,SAV,2154,2151,-3,12,2203,67,60,43,2246,5,2301,2251,0,0,,NA,NA,NA,NA,NA,-10,214
2015,4,21,2,DL,2587,N6707A,ATL,DAB,2200,2156,-4,14,2210,83,71,53,2303,4,2323,2307,0,0,,NA,NA,NA,NA,NA,-16,366
2015,4,22,3,US,593,N923US,SNA,PHX,645,639,-6,23,702,79,81,50,752,8,804,800,0,0,,NA,NA,NA,NA,NA,-4,338
2015,4,22,3,US,1773,N963UW,MSP,PHL,700,650,-10,9,659,155,139,124,1003,6,1035,1009,0,0,,NA,NA,NA,NA,NA,-26,980
2015,4,22,3,DL,2218,N3757D,MSP,LAX,732,727,-5,15,742,243,220,198,900,7,935,907,0,0,,NA,NA,NA,NA,NA,-28,1535
2015,4,22,3,WN,462,N7731A,SJU,BWI,735,728,-7,16,744,255,251,230,1134,5,1150,1139,0,0,,NA,NA,NA,NA,NA,-11,1565
2015,4,22,3,DL,1190,N895AT,ATL,CAK,905,901,-4,15,916,94,95,75,1031,5,1039,1036,0,0,,NA,NA,NA,NA,NA,-3,528
2015,4,22,3,HA,280,N479HA,LIH,OGG,1017,1008,-9,7,1015,45,46,33,1048,6,1102,1054,0,0,,NA,NA,NA,NA,NA,-8,201
2015,4,22,3,US,2064,N564UW,CLT,LGA,1135,1132,-3,17,1149,110,99,75,1304,7,1325,1311,0,0,,NA,NA,NA,NA,NA,-14,544
2015,4,22,3,WN,142,N220WN,DEN,SNA,1200,1200,0,15,1215,145,139,119,1314,5,1325,1319,0,0,,NA,NA,NA,NA,NA,-6,846
2015,4,22,3,WN,847,N8323C,DEN,LAX,1205,1205,0,13,1218,155,167,118,1316,36,1340,1352,0,0,,NA,NA,NA,NA,NA,12,862
2015,4,22,3,WN,3403,N740SW,ATL,DCA,1315,1308,-7,18,1326,100,96,73,1439,5,1455,1444,0,0,,NA,NA,NA,NA,NA,-11,547
2015,4,22,3,OO,5565,N932SW,MLI,DEN,1327,1342,15,14,1356,143,136,118,1454,4,1450,1458,0,0,,NA,NA,NA,NA,NA,8,752
2015,4,22,3,OO,4617,N821SK,SLC,MCI,1345,1417,32,21,1438,143,159,129,1747,9,1708,1756,0,0,,16,0,32,0,0,48,920
2015,4,22,3,UA,822,N537UA,IAD,LAX,1705,1713,8,17,1730,331,338,314,1944,7,1936,1951,0,0,,7,0,8,0,0,15,2288
2015,4,22,3,OO,5448,N957SW,RDM,SFO,1815,1812,-3,8,1820,97,84,71,1931,5,1952,1936,0,0,,NA,NA,NA,NA,NA,-16,462
2015,4,22,3,EV,4958,N759EV,LGA,GSO,1859,1853,-6,21,1914,112,98,74,2028,3,2051,2031,0,0,,NA,NA,NA,NA,NA,-20,461
2015,4,22,3,WN,4736,N294WN,SNA,SMF,2030,2036,6,6,2042,85,80,67,2149,7,2155,2156,0,0,,NA,NA,NA,NA,NA,1,404
2015,4,23,4,OO,6285,N952SW,MFR,DEN,540,536,-4,18,554,159,161,135,909,8,919,917,0,0,,NA,NA,NA,NA,NA,-2,964
2015,4,23,4,UA,1239,N38424,PBI,IAH,605,603,-2,13,616,175,171,147,743,11,800,754,0,0,,NA,NA,NA,NA,NA,-6,956
2015,4,23,4,EV,4121,N12967,BNA,EWR,612,604,-8,18,622,138,127,101,903,8,930,911,0,0,,NA,NA,NA,NA,NA,-19,748
2015,4,23,4,EV,5920,N16919,TVC,ORD,620,613,-7,18,631,69,66,41,612,7,629,619,0,0,,NA,NA,NA,NA,NA,-10,224
2015,4,23,4,US,435,N668AW,JFK,PHX,630,626,-4,23,649,338,360,333,922,4,908,926,0,0,,18,0,0,0,0,18,2153
2015,4,23,4,OO,7414,N447SW,RHI,MSP,710,702,-8,20,722,63,64,38,800,6,813,806,0,0,,NA,NA,NA,NA,NA,-7,190
2015,4,23,4,UA,1296,N57864,LAX,KOA,930,929,-1,19,948,345,337,314,1202,4,1215,1206,0,0,,NA,NA,NA,NA,NA,-9,2504
2015,4,23,4,UA,401,N478UA,BOS,IAH,1253,1259,6,13,1312,254,244,227,1559,4,1607,1603,0,0,,NA,NA,NA,NA,NA,-4,1597
2015,4,23,4,WN,847,N8322X,LAX,LAS,1435,1514,39,11,1525,65,69,48,1613,10,1540,1623,0,0,,34,0,0,9,0,43,236
2015,4,23,4,WN,350,N232WN,OAK,DEN,1500,1515,15,7,1522,145,135,121,1823,7,1825,1830,0,0,,NA,NA,NA,NA,NA,5,957
2015,4,23,4,OO,6430,N762SK,DFW,IAH,1546,1611,25,12,1623,69,60,44,1707,4,1655,1711,0,0,,0,0,0,0,16,16,224
2015,4,23,4,OO,6207,N980SW,ISN,DEN,1718,1715,-3,12,1727,115,114,96,1803,6,1813,1809,0,0,,NA,NA,NA,NA,NA,-4,576
2015,4,23,4,DL,1236,N910DE,PNS,ATL,1833,1824,-9,15,1839,77,71,46,2025,10,2050,2035,0,0,,NA,NA,NA,NA,NA,-15,271
2015,4,23,4,UA,446,N475UA,EWR,MSY,1916,1930,14,25,1955,202,197,168,2143,4,2138,2147,0,0,,NA,NA,NA,NA,NA,9,1167
2015,4,23,4,NK,369,N514NK,BWI,ORD,2045,2033,-12,7,2040,127,135,105,2125,23,2152,2148,0,0,,NA,NA,NA,NA,NA,-4,622
2015,4,23,4,WN,4906,N954WN,MDW,BNA,2115,2146,31,16,2202,85,76,56,2258,4,2240,2302,0,0,,0,0,22,0,0,22,395
2015,4,23,4,WN,524,N743SW,PHX,LAS,2225,2235,10,12,2247,65,58,42,2329,4,2330,2333,0,0,,NA,NA,NA,NA,NA,3,255
2015,4,23,4,WN,1605,N419WN,SAN,OAK,2240,2235,-5,9,2244,95,86,65,2349,12,15,1,0,0,,NA,NA,NA,NA,NA,-14,446
2015,4,24,5,EV,5422,N197PQ,BMI,ATL,615,613,-2,9,622,98,90,71,833,10,853,843,0,0,,NA,NA,NA,NA,NA,-10,533
2015,4,24,5,OO,5219,N923SW,SBN,ORD,622,610,-12,28,638,44,56,19,557,9,606,606,0,0,,NA,NA,NA,NA,NA,0,84
2015,4,24,5,OO,4488,N817SK,LAS,SLC,630,626,-4,12,638,89,76,58,836,6,859,842,0,0,,NA,NA,NA,NA,NA,-17,368
2015,4,24,5,WN,2423,N8650F,MCO,BUF,710,705,-5,10,715,155,166,153,948,3,945,951,0,0,,NA,NA,NA,NA,NA,6,1011
2015,4,24,5,US,850,N754UW,STL,CLT,750,741,-9,13,754,110,108,83,1017,12,1040,1029,0,0,,NA,NA,NA,NA,NA,-11,575
2015,4,24,5,WN,875,N8323C,DEN,SAN,835,829,-6,12,841,145,126,110,931,4,1000,935,0,0,,NA,NA,NA,NA,NA,-25,853
2015,4,24,5,B6,665,N517JB,BOS,RSW,843,836,-7,13,849,212,192,165,1134,14,1215,1148,0,0,,NA,NA,NA,NA,NA,-27,1249
2015,4,24,5,NK,419,N512NK,BOS,CLE,940,932,-8,16,948,119,111,86,1114,9,1139,1123,0,0,,NA,NA,NA,NA,NA,-16,563
2015,4,24,5,UA,1918,N33266,DEN,DCA,955,954,-1,13,1007,205,177,156,1443,8,1520,1451,0,0,,NA,NA,NA,NA,NA,-29,1476
2015,4,24,5,OO,4821,N440SW,MSP,GRR,1005,1000,-5,22,1022,92,81,55,1217,4,1237,1221,0,0,,NA,NA,NA,NA,NA,-16,408
2015,4,24,5,UA,434,N424UA,SFO,LAS,1005,957,-8,14,1011,96,88,63,1114,11,1141,1125,0,0,,NA,NA,NA,NA,NA,-16,414
2015,4,24,5,EV,4420,N18556,ORF,EWR,1033,1022,-11,16,1038,105,87,60,1138,11,1218,1149,0,0,,NA,NA,NA,NA,NA,-29,284
